@relation repo_popular

@attribute fork numeric
@attribute size numeric
@attribute sum numeric
@attribute avg numeric
@attribute weight numeric

@data
0,100,18,18,18
0,104,3195,228.214,1257.65
0,7,13,13,13
0,92,4,4,4
0,580,16,16,16
0,96,49,49,49
2,13662,618,103,157.455
1,140,11,11,11
1,145,2209,736.333,1505.16
2,149,1476,1476,1476
2,97,441,441,441
0,92,2112,2112,2112
0,96,50,50,50
0,84,48,48,48
0,7226,38,9.5,17.1398
0,124,2277,2277,2277
0,125944,124,41.3333,11.6364
3,230,82,82,82
0,114545,112,56,69.3333
2,14,1830,457.5,1364.44
0,518,881,881,881
0,100,1386,1386,1386
0,15282,45,45,45
2,1511,3286,3286,3286
0,680,1739,579.667,341.357
0,76,4,4,4
0,141,22317,1062.71,11028
0,69,0,0,0
8,100,19732,19732,19732
0,419,2096,232.889,259.397
1,667,1495,1495,1495
0,124,1495,1495,1495
0,721,4543,227.15,150.678
0,128,57,14.25,14.4615
14,149,1648,549.333,1154.29
0,232,1793,1793,1793
1,14106,12911,113.254,389.81
2,98,4388,4388,4388
0,116,44,44,44
1,73,968,242,230.933
1,99,61,30.5,30.7143
0,233,3,3,3
10,292,1748,1748,1748
1,96,48,48,48
953,4345,5808,141.659,4112.1
0,100,48,48,48
0,3608,1439,71.95,181.336
0,95,94,31.3333,56.8125
0,408,64,64,64
0,9766,213,53.25,52.3558
0,7632,6897,363,392.49
0,96,2699,2699,2699
1,113,2363,1181.5,1532.09
0,7217,77,77,77
0,69,79,79,79
0,366,3919,1959.5,1046.25
1,116155,163312,371.164,3135.37
0,3024,28,28,28
0,263,9990,587.647,146.098
0,924,26102,580.044,1026.68
0,236,28,28,28
0,745,10176,5088,754.682
0,154,2343,292.875,568.077
2,268,34,17,26.5593
0,2636,314,104.667,34.5182
0,172,16,16,16
113,4683,6709,134.18,666.704
0,451,15,15,15
35,91,8810,8810,8810
0,6240,58,58,58
0,303,465,155,185.195
0,852,39,39,39
3,114,4175,4175,4175
0,100,1,1,1
2,104,9319,9319,9319
2,11805,1344,1344,1344
23,181457,4194,1398,4152.3
0,508,18,18,18
0,1975,288,96,97
0,249,3791,473.875,144.848
0,3525,8,8,8
0,98,1057,528.5,893.692
3,100,6,6,6
0,112,1,1,1
0,176,11,11,11
4,94,1861,1861,1861
0,180,1796,1796,1796
0,128,0,0,0
0,2372,37,37,37
0,104,1305,1305,1305
0,48,0,0,0
1,2097,5261,5261,5261
589,618,12155,1012.92,7904.8
2,576,1396,1396,1396
0,112,0,0,0
0,36044,2,2,2
0,2612,5,5,5
0,140,11,11,11
10,379,2688,672,2246.33
5,14455,5299,441.583,1421.91
0,704,5,5,5
14,375,1604,1604,1604
0,505398,1154,12.2766,21.39
3,92,0,0,0
5,884,6273,3136.5,6235.97
0,231837,91,15.1667,11.8634
14,242,2884,961.333,1439.86
0,88,17,17,17
0,909,358,358,358
0,104,3,3,3
6,30780,2302,767.333,1750.14
0,19749,70875,1507.98,11898.9
0,2710,13048,4349.33,4354.95
0,335,803,401.5,697.827
2,172,3043,1521.5,1347.33
0,135199,136,68,106.494
0,4215,43355,442.398,1418.91
1,268,68,34,40.8148
1,5688,6553,36.6089,115.179
0,527,170,42.5,18.6471
2,27,5368,1789.33,3255.81
6,86,13,13,13
0,2592,0,0,0
0,2378,24881,60.9828,693.057
1,124,2277,2277,2277
0,101,9765,1085,1888
0,108,2684,1342,2449.5
7,129,9646,4823,8819.44
3,120,0,0,0
0,932,1396,1396,1396
0,2002,5634,5634,5634
21,1890,6526,543.833,1247.46
0,5847,38,12.6667,20.3869
1,1390,3870,645,257.393
4,13551,6621,183.917,66.1558
0,132,4006,4006,4006
0,376,9,9,9
0,124,3008,1504,1117.78
0,144,6,6,6
0,1736,66,66,66
0,10842,34635,427.593,559.008
0,70,103,103,103
188,442,283,25.7273,31.4459
0,116,10,10,10
0,88166,99,9,13.9605
17,368,0,0,0
0,1884,70,17.5,16
0,192,556,185.333,126.8
1,16519,2863,55.0577,76.7003
0,100,13,13,13
0,88,12,12,12
9,184,2274,454.8,909.225
3,1591,3877,1938.5,3700.07
2,103,9319,9319,9319
0,374,18,18,18
0,284,19,19,19
0,76,0,0,0
0,700,6350,6350,6350
0,5006,4641,149.71,702.312
0,30043,13757,100.416,571.459
0,13761,104368,907.548,5442.04
4,124,1616,808,1318
0,133,35,35,35
0,159604,951,16.6842,1.25327
1,108,1793,1793,1793
0,26412,66,66,66
0,2756,39,39,39
0,120,47,47,47
0,116,19,19,19
0,96,173,173,173
0,328,50,50,50
0,212,37,37,37
0,539,7,7,7
0,293089,257,9.17857,29.0375
0,409,164,164,164
0,452,5,5,5
0,1496,897,897,897
0,2904,1793,1793,1793
1,2048,9572,9572,9572
0,100,22,22,22
0,1194,3111,84.0811,91.6797
1,113,5613,5613,5613
0,1101,7099,221.844,439.272
0,204,10,10,10
0,364,41,41,41
0,1113,1022,60.1176,59.7328
0,1568,41,41,41
1,4872,1327,1327,1327
0,71,81,81,81
0,104,8,8,8
0,120,8,8,8
4,1119,13229,2204.83,6653.54
0,400,3,3,3
0,104,23,23,23
0,104,41,41,41
3,739,4,4,4
1,1105,130,43.3333,33.4783
0,501,0,0,0
20,125,12803,984.846,1645.14
0,11573,53,26.5,40.9116
0,216,0,0,0
0,168,1907,953.5,1269
0,1344,17,17,17
3,193,1453,726.5,1388.86
0,123,481,481,481
0,668,67,16.75,2.03125
0,305,1608,84.6316,101.175
0,156,45,45,45
0,59,45,45,45
0,164,45,45,45
0,179,45,45,45
0,136,45,45,45
0,200,45,45,45
0,248,45,45,45
0,144,45,45,45
0,139,45,45,45
0,128,45,45,45
0,128,45,45,45
0,108,45,45,45
0,108,45,45,45
0,108,45,45,45
8,2064,45,45,45
0,166,11,11,11
0,5792,1514,1514,1514
0,2211,9708,248.923,415.398
0,661,484,60.5,130.293
0,101,2419,806.333,519.4
2,148,2229,1114.5,1437.95
0,100,86,86,86
0,116,1329,1329,1329
0,118,2932,977.333,551
0,109,1613,1613,1613
0,409,556,111.2,405.041
1,97,59,59,59
0,312,3,3,3
0,90064,6,3,3
0,96,2029,2029,2029
0,164,5,5,5
0,5996,1457,728.5,95.5208
0,136,49,49,49
0,48,0,0,0
115,358,12903,1433.67,9259.76
0,116,2549,364.143,701.115
0,68,8,8,8
1,152,1721,860.5,1516.31
20,344,6477,498.231,677.464
2,157,9319,9319,9319
0,15024,45,45,45
0,108,45,45,45
0,108,14,14,14
1,94,1323,1323,1323
0,2419,181,12.9286,17.9
0,5223,545,34.0625,30.4964
7,634,1449,362.25,1207.76
1,8063,2067,2067,2067
1,169,30,30,30
3,1901,1617,323.4,211.962
1,126,1839,1839,1839
0,3150,1544,1544,1544
1263,5057,26684,3335.5,3019.22
4,214,1620,810,1048.24
2,518,2296,765.333,2225.1
0,7538,392,65.3333,229.146
0,172,1610,1610,1610
0,104,11,11,11
0,104,21,21,21
0,1008,37778,1302.69,10568.5
1,207,23748,3392.57,8862.2
0,104,54,54,54
0,335,0,0,0
2,3207,41,41,41
0,139,2599,433.167,204.638
0,2374,169,56.3333,41.9444
0,3525,1305,1305,1305
13,1691,5125,1708.33,471.643
0,52272,9,9,9
0,4151,6525,145,731.636
1,157,1839,1839,1839
7,503,3723,3723,3723
11,379,1465,732.5,1046
3,177,12127,6063.5,7767.75
0,68,9472,9472,9472
0,131,1613,1613,1613
11,222,1839,1839,1839
0,1076,0,0,0
0,78,9319,9319,9319
13,8760,4657,4657,4657
5,139,26,26,26
0,109,16,16,16
20,186,1744,581.333,1656.41
1,2086,5,5,5
0,2240,0,0,0
0,33214,389,55.5714,139.39
83,538,7829,3914.5,7590.49
0,11802,886,49.2222,337.686
0,220,1610,1610,1610
2,158,2548,2548,2548
0,15514,39195,90.3111,1297.29
2,1302,4539,4539,4539
1,200,4539,4539,4539
0,2776,2,2,2
0,1464,4539,4539,4539
2,146,2548,2548,2548
0,944,3,3,3
1,840,2206,2206,2206
0,228,1495,1495,1495
0,1496,1610,1610,1610
0,840,2206,2206,2206
2,127,1839,1839,1839
13,123,4813,4813,4813
0,2163,718,51.2857,75.2328
0,911,23217,232.17,646.062
0,124,0,0,0
0,110,11379,875.308,3860.72
0,152,3,3,3
2,200,1946,973,1310.5
0,108,1560,520,191.7
0,136,7,7,7
0,92,15,15,15
1,136,9319,9319,9319
0,115,1654,330.8,391.87
0,116,1797,1797,1797
14,207,9319,9319,9319
0,1472,2026,289.429,84.1652
0,116,5261,5261,5261
32,1680,3138,784.5,1745.55
0,90,6,6,6
2,116,3561,3561,3561
1,318,2340,1170,1255.15
0,93,3786,3786,3786
0,70,0,0,0
2,29715,1386,1386,1386
0,184,0,0,0
1,100,0,0,0
0,100,1797,1797,1797
0,203,183,61,71.6
0,125,1431,715.5,619.286
1,108,20421,20421,20421
0,100,1514,1514,1514
19,17,1782,594,1398.24
0,127,45,22.5,28.8889
2,305,9,9,9
0,120,0,0,0
0,196,39,19.5,21.375
0,68852,4,4,4
0,160,9,9,9
0,130,6242,891.714,4311.63
0,168,0,0,0
0,4562,1757,219.625,227.378
0,91272,614,76.75,100
0,412,9,4.5,3.6
0,120,31,31,31
2,5665,1839,1839,1839
0,112,2112,2112,2112
1,100,5060,5060,5060
1,65943,1,1,1
0,3011,5684,247.13,125.587
1,798,48,48,48
0,137,530,58.8889,68.8864
0,169,45778,7629.67,15842.4
1,4708,20,20,20
0,441,333,166.5,164.029
14,759,7150,2383.33,5210.51
0,5645,1189,44.037,126.665
22,421,7806,3903,7558.89
1,137,14339,7169.5,10633.4
28,268,11638,2327.6,10021.2
0,1571,5286,97.8889,36.5982
0,137,0,0,0
3,402,1979,659.667,1563.47
5,215,86,86,86
1,119,44,44,44
0,97,2077,1038.5,72.9111
2,256,55,27.5,41.6429
0,216,3,3,3
0,69,40,40,40
0,27185,107,4.65217,35.957
15,36,7919,1979.75,4832.67
2,311,1839,1839,1839
0,107,58,19.3333,19.25
2,219,181,90.5,163.786
2,795,1921,640.333,1699.26
0,102306,389,15.56,15.5737
1,104,0,0,0
0,100,11,11,11
0,48,0,0,0
1,4093,33,16.5,8.23611
0,487,18,18,18
0,96,96,96,96
3,1269,4170,1042.5,1689.62
0,19003,42878,245.017,8025.39
0,2164,1074,179,396.881
0,107,42,21,9.66667
0,96,0,0,0
3,105,1605,1605,1605
1,220,2029,2029,2029
0,778,1175,117.5,213
0,114,1042,1042,1042
1,195,2838,258,295.752
2,652,27,27,27
1,551,2378,118.9,880.115
0,196,31,15.5,19.6556
34,12647,435,217.5,218.995
0,208,17,17,17
0,132,48,48,48
0,72,407,407,407
0,2506,6876,125.018,190.346
1,4662,1839,1839,1839
0,82608,116452,284.724,2305.01
17,186,2456,2456,2456
1,8869,5,5,5
0,92301,116452,284.724,2304.94
1,353,3032,178.353,192.67
4,23,5311,1327.75,1419.03
0,71,2279,2279,2279
2,646,1464,1464,1464
2,586,83,83,83
0,736,0,0,0
0,8311,43051,768.768,951.928
0,49191,126972,384.764,3525.6
0,96,2200,2200,2200
0,1124,1,1,1
0,132,4,4,4
0,100,180,180,180
0,1103,7,7,7
0,169,1344,192,248.871
0,75,1748,874,258.286
0,32544,17799,202.261,479.611
0,65907,5440,272,430.025
0,48214,394,10.3684,22.0184
0,615,44,22,7
0,132,1709,1709,1709
0,103,56,28,19.7273
0,97,133,133,133
0,120,0,0,0
0,112,124,124,124
0,164,35,35,35
1,35465,1290,1290,1290
1,117,23380,5845,4733.4
1,124,10,10,10
3,232,2029,2029,2029
0,376,4,4,4
10,131,2067,2067,2067
1,834,6,3,1.02439
5,5575,120,120,120
0,152,0,0,0
0,114,44,11,12
0,5690,23,7.66667,7.97561
0,2648,9,9,9
19,107,72,72,72
0,6396,9,9,9
0,160,2448,1224,420.944
0,224,14,14,14
7,91216,681,85.125,60.2123
30,3975,124,124,124
0,168,0,0,0
0,18399,1689,17.4124,19.1141
0,96,1326,1326,1326
0,508,1640,1640,1640
0,96,1620,1620,1620
0,3792,615,47.3077,39.8608
0,104,68,68,68
1,652,9,9,9
0,212,1675,186.111,141.667
0,100,17,17,17
0,7060,5,5,5
2,500,2026,2026,2026
0,101,9319,9319,9319
2,215,3669,1834.5,3599.4
2,107,4310,4310,4310
5,31,2655,2655,2655
5,34212,2,2,2
0,1846,36,36,36
157,687,13237,661.85,7334.67
0,98,141,70.5,70.5
0,96,48,48,48
0,156,13,13,13
146,844,3201,68.1064,1015.49
22,1390,2048,1024,1874.38
35,490,3505,584.167,1517.94
6,11,3135,1567.5,2810.3
0,417,52,17.3333,20.1429
0,185,208,69.3333,39.2333
4,1389,295,147.5,161.873
1,94,20421,20421,20421
0,10167,562,140.5,274.926
0,19090,62068,2955.62,12302.8
1,454,4126,687.667,1800.52
1,419,2331,2331,2331
1,383,16,16,16
0,1578,0,0,0
1,1640,54944,6104.89,12781.1
0,124,34,34,34
0,111,2140,1070,247.368
2,14,17,17,17
0,180,460,153.333,197.38
0,2274,59416,4951.33,12345.7
0,140,45419,5677.38,7726.71
0,353,61,30.5,48.8333
0,220,77,77,77
76,441,4913,446.636,3505.39
0,218,224,32,124.534
1,97,177,88.5,134
0,68,4466,2233,1762
0,108,976,976,976
0,119,396,66,40.7073
1,125,6997,3498.5,5186
0,456,291,291,291
0,1429,397,99.25,91.9397
0,151,1506,1506,1506
0,179,113,22.6,58.7561
2,58,333,55.5,31.7755
0,336,13,6.5,8.4
18,7053,1899,379.8,1125.35
58,3402,3996,999,1888.35
2,267188,95,6.78571,4.73162
0,1204,397,397,397
0,104,2791,2791,2791
1,152,0,0,0
0,674,35415,3935,11200.6
0,1907,22560,128.182,167.85
1,316,20,20,20
0,1084,6,6,6
0,96,9572,9572,9572
0,48,0,0,0
58,148,1732,866,866
18,576,2293,229.3,905.86
16,1287,1629,232.714,1257.09
0,85,5,5,5
2,5334,77,15.4,15.2
1,170,3786,3786,3786
0,11423,194,38.8,111.398
2,105,1,1,1
0,113,1620,810,1010
0,150,1372,1372,1372
76,8144,3158,287.091,926.605
0,174,24,24,24
1,2833,61,12.2,11.0559
6,210,2369,592.25,1261.77
0,4139,9993,81.2439,250.322
28,80,3556,711.2,2899.32
0,5634,2332,44,85.0562
7,144,3737,622.833,1131.57
3,107,2158,1079,1698.8
0,5344,2780,231.667,444.291
2,729,35495,3226.82,11241.8
0,85,10,10,10
4,132,38,38,38
2,140,38,38,38
1,148,38,38,38
2,148,38,38,38
6,132,38,38,38
2,116,77,77,77
0,364,38,38,38
1,17352,3,3,3
1,152,2256,752,1350.12
0,656,39,39,39
18,144,2371,2371,2371
0,468,5,5,5
0,96,1610,1610,1610
8,766,27,27,27
1,36399,0,0,0
1,21248,48644,704.986,10054
1,116,1760,1760,1760
0,1313,2,2,2
0,13084,34,8.5,6.37209
0,99,7513,2504.33,2514
0,884,0,0,0
0,116,11,11,11
38,67,2575,286.111,1790.05
0,122,23984,1998.67,14366.2
0,125,1513,168.111,273.953
0,71,2,2,2
0,12951,38999,87.4417,346.995
0,27516,22,22,22
8,12,3924,1962,1962
16,197,2216,738.667,1893.93
0,124,0,0,0
0,460,34822,1055.21,1840.68
0,98,0,0,0
20,9969,2326,2326,2326
0,3868,98,98,98
0,152,33,33,33
0,130,1496,374,140.268
0,71624,56,56,56
0,133,2,2,2
0,109241,73,36.5,33
0,132,1285,1285,1285
0,202,2371,790.333,1015.06
0,176,6,6,6
0,96,0,0,0
2,300,1888,944,1605.83
1,1125,354,177,316.262
0,36649,4128,133.161,99.18
16,154,2874,2874,2874
0,124,3121,3121,3121
38,105,6533,6533,6533
5,15870,1839,1839,1839
0,13144,2005,2005,2005
1,22732,13749,205.209,1703.77
2,343,1778,889,1693.11
0,160,10,10,10
5,256,51718,223.887,3326.14
0,75,152,50.6667,37.6
3,1501,1839,1839,1839
2,128,2277,2277,2277
0,16306,1373,47.3448,97.9459
0,765,1797,1797,1797
0,334,130,65,49.9095
4,184,662,331,489.333
0,68,0,0,0
40,295,1794,358.8,1333.59
9,109,1669,1669,1669
0,795,4,4,4
3,352,1205,241,237.295
0,866,305,38.125,21.0263
55,1394,13504,1688,9543.56
8,115,2029,2029,2029
1,108,1474,1474,1474
0,235,50,50,50
1,169,1750,1750,1750
0,120,5,5,5
0,128,3121,3121,3121
19,1192,4540,2270,4364.46
0,48,0,0,0
0,48,0,0,0
0,124,2,2,2
0,116,2,2,2
0,108,2,2,2
0,104,2,2,2
0,104,19,9.5,9.5
0,96,1610,1610,1610
1,339,27,27,27
0,516,15,15,15
0,5652,4,4,4
0,1248,29,29,29
0,85,5498,422.923,1686.16
23,112,656,59.6364,20.5333
11,69,11962,1993.67,8848.79
0,129,1624,812,1432.67
0,4280,98,98,98
1,2633,3175,1058.33,1281.24
0,11452,0,0,0
1,137353,18823,168.062,3853.46
0,8870,10071,1258.88,7345.56
22,2199,3134,3134,3134
0,171,2765,1382.5,1595.78
17,218,39,6.5,10.15
0,120,13,13,13
0,145,22317,1062.71,11028
0,10100,5443,272.15,368.83
11,467,29,29,29
0,137,554,55.4,52.4483
0,25612,9,9,9
394,984,2718,79.9412,448.609
2,19078,64492,2480.46,12313.8
0,180,1351,150.111,405.947
94,186,44517,2967.8,10592.2
0,112,2766,2766,2766
0,124,14,14,14
17,252,5764,2882,3199.44
0,315,187,93.5,112.391
2,8228,1839,1839,1839
33,8591,291,145.5,284.809
2,273,291,291,291
0,168,7,7,7
0,10157,17206,145.814,3483.46
3,152,3723,3723,3723
0,87,427,61,115.176
6,212988,32467,1411.61,2396.06
1,6248,970,69.2857,91.3178
0,1188,26,26,26
0,78,133,133,133
0,6205,2510,193.077,1221.44
9,9286,63677,482.402,9739.22
0,521,213,21.3,33.35
0,816,38,9.5,21.8233
31,288,6023,860.429,5022.01
10,6958,7314,252.207,1422.44
0,2106,7695,452.647,190.294
4,958,1359,679.5,1209.27
0,346,1816,1816,1816
0,192,22,22,22
0,204,22,22,22
0,104,2026,2026,2026
0,9663,1643,91.2778,152.005
0,31796,99,33,57.1579
0,116,1389,1389,1389
0,104,15,15,15
0,33815,11927,55.9953,427.425
0,1902,18,9,14.2
0,492,291,291,291
0,132,5261,5261,5261
1,13716,17532,230.684,2813.39
0,1112,2300,2300,2300
3,13,1623,541,497.808
0,552,2335,233.5,300.922
1,96,1423,1423,1423
0,17625,526,12.8293,16.7062
0,63,506,63.25,99.72
0,967,2506,179,438.692
0,84,73,73,73
92,207,2628,657,400.375
0,389,87,87,87
0,107,1465,732.5,500.333
0,136,10,10,10
0,8892,1004,33.4667,27.1357
0,96,19,19,19
0,3224,59,19.6667,21.8765
0,128,0,0,0
1,105,2278,759.333,1116.5
0,144,1329,1329,1329
0,76,60,60,60
0,19680,932,233,480.421
1,19074,65481,2182.7,12307
0,240,41968,226.854,3976.55
0,1575,291,291,291
0,1086,291,291,291
30,257,1690,130,139.552
0,1999,10700,140.789,210.788
2,133,1417,708.5,1243.08
0,112,125,125,125
1,112,0,0,0
0,444,12,12,12
0,788,14,14,14
0,7384,59,59,59
2,160,1714,1714,1714
24,497,8810,8810,8810
0,1098,179,59.6667,69.75
1,31503,1645,60.9259,48.1902
0,320,3121,3121,3121
0,129,11,5.5,6.25
0,79,313,104.333,188.833
4,158,2371,2371,2371
0,196,21,21,21
0,5284,4,4,4
0,1684,27,27,27
0,1175,321,321,321
0,2520,6132,6132,6132
1,104,2200,2200,2200
4,112,1410,1410,1410
1,276,1290,1290,1290
0,118,2593,2593,2593
0,109,353,176.5,265
20,53,1612,268.667,1209.33
1,92,2112,2112,2112
4,82842,21696,57.856,506.946
1,300,17,17,17
0,256,409,102.25,249.7
0,301,51,51,51
0,240,400,200,327.286
8,117,1620,1620,1620
0,151,5,5,5
0,71122,490,15.8065,33.5743
0,10088,33,33,33
0,132,4310,4310,4310
1,1136,170,170,170
0,115,156,31.2,41.6129
0,120,20,20,20
3,86179,481,160.333,322.99
0,180,7,7,7
0,160,42,42,42
0,135,203,101.5,26.2973
0,792,107,35.6667,48.2849
0,15571,2595,89.4828,167.079
0,78,12,12,12
220,477,15094,539.071,6543.93
213,311,2581,860.333,2223.54
7,152,50,50,50
0,2275,3036,159.789,65.4079
0,144,4,4,4
2,254,2314,1157,2037.8
0,25547,14665,174.583,238.444
0,4440,634,211.333,444.784
0,1015,22071,1576.5,697.75
49,826,3272,204.5,959.633
863,310,16851,432.077,7232.39
0,94,145,36.25,78.6
0,153,1519,506.333,558.275
0,1259,126,126,126
2,136,192,96,135.75
0,1073857,8075,69.6121,67.9705
0,120,5,5,5
0,106,1,1,1
0,1424,0,0,0
0,104,7,7,7
0,72,388,388,388
4,7175,10671,1524.43,5545.22
2,116,98,98,98
0,78,15431,7715.5,14656.4
0,136,37,37,37
0,89,2112,2112,2112
0,5550,42730,763.036,18541.4
0,488,17510,250.143,4117.59
0,224,1826,913,1526.65
0,3808,1003,50.15,78.3551
2,150,2817,2817,2817
0,269,4469,212.81,104.103
0,3308,16,16,16
1,3,27,27,27
5,192,56,28,13.6842
0,183,120,40,33.8913
1,97,4,4,4
140,1102,3953,80.6735,1342.18
2,97,4393,2196.5,3292.25
2,100,13,13,13
9,75352,2051,1025.5,2039.03
0,123,64,16,30.3333
1,98,44,44,44
0,9457,8,8,8
0,3562,4,1.33333,1.33333
2,118,11536,11536,11536
1,269,382,63.6667,115.05
0,102,1495,1495,1495
3,201,50,50,50
0,105,19,19,19
1,512,2140,1070,1097.55
2,278,5,5,5
2,2338,47499,399.151,10257.7
0,721,8639,359.958,2216.61
0,2124,44472,423.543,10537.2
0,100,28,28,28
0,9576,4,4,4
0,96,132,132,132
0,10321,8,8,8
54,1574,1501,750.5,750.5
86,2926,6302,3151,6023.62
0,140,1387,1387,1387
0,104,9319,9319,9319
0,168,54,54,54
1,102,9319,9319,9319
0,666,474,43.0909,285.472
2,214,2258,2258,2258
1,94,3134,3134,3134
0,4711,3469,91.2895,268.06
0,1287780,8414,182.913,46.8158
0,100,2551,2551,2551
0,500,226,113,94.625
3,134,5060,5060,5060
3,100,5060,5060,5060
2,131,5060,5060,5060
0,117,22,22,22
117,105,2305,576.25,1636.94
0,56112,2736,342,230.692
0,3079,5294,176.467,182.566
5,217,81,81,81
2,2244,79,79,79
0,144,12,12,12
0,148,48,48,48
0,100,3121,3121,3121
0,116,66,66,66
0,105,522,261,184.714
0,155577,42727,1068.18,547.72
0,2151,160,53.3333,77.0233
0,108,1620,1620,1620
1,131,7326,7326,7326
0,2394,8604,717,2479.92
1,140,2258,2258,2258
27,1637,1642,821,1434.67
6,171,1474,1474,1474
0,2950,40,40,40
1,232,3,3,3
0,68,43,43,43
0,1958,2727,44.7049,205.053
2,600,1535,1535,1535
7,224,49,49,49
0,124,0,0,0
0,22262,83689,195.535,393.207
0,19572,42878,245.017,8025.39
0,9289,63819,476.261,9692.76
0,52023,126975,381.306,3509.89
0,216,6021,354.176,991.143
0,110711,36705,225.184,336.983
0,19236,19129,478.225,8588.78
0,137404,18823,168.062,3853.46
0,12700,34448,471.89,5394.85
0,6213,5348,668.5,1530.28
0,942,8053,223.694,2780.12
0,2017,96,96,96
0,320,27,27,27
0,316,152,76,144.762
0,137,24163,3020.38,17106
0,116,1610,1610,1610
0,136,71,71,71
0,528,153,153,153
0,100,7,7,7
0,246,3313,1656.5,3184.79
0,6247,36991,2642.21,14871.4
0,143,10,10,10
7,38,77,38.5,74.0267
0,142,1032,258,716.273
8,3167,77,77,77
0,5304,2562,320.25,327.839
13,143,6409,915.571,1250.52
0,2723,4078,62.7385,774.59
0,19236,19129,478.225,8588.78
0,784,0,0,0
0,104,14,14,14
1,759,9,9,9
12,20578,31,7.75,23.6612
0,7032,6490,74.5977,118.482
0,114,3664,1221.33,1636.21
0,109,308,154,22.0968
0,594,699,63.5455,23.25
9,13319,3375,3375,3375
0,1584,2450,408.333,225.632
1,22534,26560,323.902,625.873
2,101,10929,10929,10929
0,19189,156,78,93
0,1258,21,21,21
0,218,2855,713.75,687
1,112,149,37.25,116.021
0,104,24,24,24
0,209,21,21,21
1,152,24,24,24
0,180,24,24,24
0,104,27,27,27
0,73,62,31,39.5
803,5476,8131,4065.5,8018.26
0,134,221,73.6667,106.317
0,96,2112,2112,2112
0,1028,63,63,63
0,48,0,0,0
0,96,48,48,48
3,215,76,76,76
0,654,485,121.25,143.426
0,148,7,7,7
0,155949,13414,84.3648,45.9886
0,116,16,16,16
0,116,0,0,0
0,56,1939,1939,1939
0,150,0,0,0
0,720,1329,1329,1329
0,2106,666,95.1429,155.905
14,120,4806,4806,4806
0,7108,90,90,90
0,116,1514,1514,1514
1,124,0,0,0
0,187,24,24,24
0,136,32,16,23.3333
5,128,380,380,380
0,301,4,4,4
0,25560,14648,176.482,238.044
0,4488,6062,168.389,189.966
5,2902,2828,2828,2828
0,468,25,25,25
0,476,6,6,6
48,34449,3209,1069.67,2232.28
0,12882,5438,319.882,670.881
2,207,309,309,309
0,108,4,4,4
16,141,2660,665,1678.73
0,290548,5578,2789,3636.33
0,172,344,43,53
0,200,111,55.5,42.6
0,68,27,27,27
191,4090,2164,127.294,851.382
0,171,2,2,2
0,145,2,2,2
0,96,4,4,4
1,156,1517,758.5,758.5
0,1248,6699,3349.5,2815.89
0,50796,1889,1889,1889
2,112,1549,1549,1549
0,84,657,657,657
0,85,12848,2141.33,4660.06
2,328,32,32,32
0,1576,55,55,55
0,179,6065,151.625,349.503
0,336,859,107.375,110.319
3,125,1573,786.5,1464.28
0,12833,410,27.3333,28.8462
8,122,68,34,32
1,26372,2286,762,256.861
0,6434,696,99.4286,170.954
0,132,23,23,23
0,4978,852,426,431.455
0,118509,2445,128.684,105.977
0,2318,86,86,86
0,168,1495,1495,1495
0,10964,9,9,9
0,3589,695,115.833,204.228
0,102,2349,587.25,760.6
0,3852,60,7.5,7.05
0,108,22,22,22
1,72,7,7,7
0,140,0,0,0
0,118,36,12,11.1111
1,574,9572,9572,9572
166,1896,9441,1348.71,6116.25
0,1316,29,14.5,17.0556
0,684,16,16,16
2,124,863,431.5,419.833
32,41,10148,1268.5,6667.26
0,96,1389,1389,1389
13,1455,11638,3879.33,3320.62
0,12157,394,394,394
0,126,27,13.5,27
0,108,1495,1495,1495
0,104,30,30,30
0,858,9402,4701,3733.5
0,975,23969,684.829,8383.66
0,136,1782,594,58.2553
0,857,26254,320.171,679.887
0,124,1495,1495,1495
1,1112,23,23,23
1,894,83,83,83
7,100836,4310,4310,4310
2,212,0,0,0
0,1100,1749,583,1487.62
0,118,40,13.3333,18.6154
0,4212,1,1,1
21,241,4979,2489.5,4503.2
6,2028,9319,9319,9319
29,14051,126,25.2,9.59259
0,32336,452,90.4,86.2778
5,1198,3157,1052.33,1959.43
0,2657,879,175.8,362.283
0,96,2766,2766,2766
0,469,24,24,24
0,224,3786,3786,3786
0,2014,9319,9319,9319
38,26567,11690,649.444,1186.85
0,192,6,6,6
0,2353,4391,548.875,364.138
0,120,70,35,30.5556
0,111,448,149.333,320
0,100,8,8,8
0,169,120,120,120
0,5837,3001,157.947,366.069
0,21,59,19.6667,21.25
0,168,96,96,96
2,1531,2576,858.667,969.803
0,27612,1173,65.1667,35.9699
0,240,41968,226.854,3967.72
1,38903,3762,470.25,408.658
4,340,3,3,3
0,21551,1960,490,44.6571
0,1185,4892,257.474,183.52
0,14568,58,14.5,25.5075
0,648,0,0,0
0,1920,37,18.5,20
0,100,2,2,2
0,94,771,385.5,619.591
1,112,1610,1610,1610
0,108,2317,1158.5,157.737
0,197,309,309,309
0,104,4,4,4
0,99,1576,788,580.667
3,873,1816,1816,1816
0,596,5,5,5
0,2328,86,86,86
0,240,7929,129.984,153.651
0,96,102,102,102
0,2290,1129,564.5,1099.55
1,99528,0,0,0
0,1353,229,45.8,41.7772
0,804,77,38.5,43
0,288,10,10,10
0,77,88,88,88
